OBJECTID,businessUnit_name,businessUnit_number,Description,Type,Address,City,County,State,Postal Code,Operation Status,GlobalID,x,y
30458,MORGANFIELD KY.,257,WM Supercenter,Retail,901 US HIGHWAY 60 E,MORGANFIELD,UNION,KY,42437-6603,Open,09dbef79-a12a-43db-9e34-d505dd642cfc,-9784981.6823,4535533.5597
30460,"FEDERAL WAY, WA",2571,Wal-Mart,Retail,1900 S 314TH ST,FEDERAL WAY,KING,WA,98003-5622,Open,e3230deb-941e-4280-899f-0997bcfe5708,-13615462.54,5994756.9844
30461,"WAVERLY, OH",2572,WM Supercenter,Retail,990 W EMMITT AVE,WAVERLY,PIKE,OH,45690-1095,Open,d684790a-daaf-4781-b7e9-6072f836fd68,-9239455.9535,4737531.6433
30463,"CARLISLE, PA",2574,WM Supercenter,Retail,60 NOBLE BLVD,CARLISLE,CUMBERLAND,PA,17013-4119,Open,8d528826-3bd1-482d-bdd0-9fac3054a065,-8593233.1738,4893493.1718
30464,"CONWAY (S), AR",2575,WM Supercenter,Retail,3900 DAVE WARD DR,CONWAY,FAULKNER,AR,72034-5583,Open,26c16efd-9d7e-4132-a0f8-e73ec6f7a81f,-10296516.895,4173791.7011
30465,"CROSS LANES, WV",2576,WM Supercenter,Retail,100 NITRO MARKET PL,CROSS LANES,KANAWHA,WV,25313-4401,Open,62773304-a44d-4d9e-ae8a-eb5f689693ff,-9106776.1449,4637699.7188
30466,"HUNT VALLEY, MD",2577,WM Supercenter,Retail,1 FRANKEL WAY,COCKEYSVILLE,BALTIMORE,MD,21030-3220,Open,97e020d3-156e-461c-ba89-14e9bde0da65,-8531887.1175,4789316.5857
30468,"CHADRON, NE",2579,WM Supercenter,Retail,510 LINDEN ST,CHADRON,DAWES,NE,69337-6989,Open,a64ee42f-16c3-4a85-b2da-1c81b8df0e4f,-11468370.4954,5285687.677
30469,TUPELO MS.,258,WM Supercenter,Retail,3929 N GLOSTER ST,TUPELO,LEE,MS,38804-0915,Open,25d86a10-491b-4fc6-ae44-3d85d3e0373a,-9875136.3322,4070350.0255
30470,"CLINTON, NC",2580,WM Supercenter,Retail,1415 SUNSET AVE,CLINTON,SAMPSON,NC,28328-3825,Open,f204b780-fd12-4b7d-9e54-f15350b15c09,-8722107.7483,4162301.8728
30471,"CAMILLUS, NY",2581,WM Supercenter,Retail,5399 W GENESEE ST,CAMILLUS,ONONDAGA,NY,13031-2265,Open,b85c7ee2-4364-40d4-887f-4c4fbb539c17,-8490597.0485,5317730.514
30472,"CLINTON, NJ",2582,Wal-Mart,Retail,ROUTE 513 AND I78,CLINTON,HUNTERDON,NJ,08809-0000,Open,dff74394-5fc5-49d1-8154-b38824eedb49,-8340190.0563,4957696.1784
30473,"UNIONDALE (LI), NY",2583,Wal-Mart,Retail,1123 JERUSALEM AVE,UNIONDALE,NASSAU,NY,11553-3004,Open,04d90073-9103-4c76-a28e-b837d13f5786,-8190673.7312,4967583.0308
30474,"TUCKER, GA",2584,WM Supercenter,Retail,4375 LAWRENCEVILLE HWY,TUCKER,DEKALB,GA,30084-3702,Open,52c508a7-8af4-46c1-a0e2-60a88eaa538e,-9373661.7297,4009448.2442
30475,"STRATFORD, CT",2585,Wal-Mart,Retail,150 BARNUM AVENUE CUTOFF,STRATFORD,FAIRFIELD,CT,06614-5111,Open,95722316-aa40-4afd-8b95-f8f663975866,-8139551.1456,5042095.8771
30476,"CHEEKTOWAGA, NY",2586,WM Supercenter,Retail,2500 WALDEN AVE,CHEEKTOWAGA,ERIE,NY,14225-4940,Open,285747c4-5b62-4de4-8734-a80438041593,-8765665.0613,5298354.2294
30477,"CABOT, AR",2587,WM Supercenter,Retail,304 S ROCKWOOD DR,CABOT,LONOKE,AR,72023-2881,Open,996ad686-cf72-4011-9e94-02bd7ef787e4,-10245924.5242,4160688.9973
30478,"NORTH VERSAILLES, PA",2588,WM Supercenter,Retail,100 WALMART DR,NORTH VERSAILLES,ALLEGHENY,PA,15137-1535,Open,9980964a-7a53-4a46-a8a5-d2902723a684,-8886051.1906,4922386.0664
30480,ROCKWALL TX.,259,WM Supercenter,Retail,782 E INTERSTATE 30,ROCKWALL,ROCKWALL,TX,75087-5503,Open,0e71575f-9183-4ff0-80eb-986e7347c5eb,-10738069.7741,3882318.2974
30481,HILLSBORO OR,2590,Neighborhood Market,Retail,7650 NE SHALEEN ST,HILLSBORO,WASHINGTON,OR,97006-6764,Open,1a19217e-59f6-4cbd-8fcb-68f685aabae6,-13680987.5299,5703087.3813
30482,"PEMBROKE PINES, FL",2591,WM Supercenter,Retail,151 SW 184TH AVE,PEMBROKE PINES,BROWARD,FL,33029-5465,Open,b15084d7-afcf-4e11-bbbe-4d4761216afc,-8948931.2295,2999800.0592
30483,"NORTH LAS VEGAS, NV",2592,WM Supercenter,Retail,1807 W CRAIG RD,NORTH LAS VEGAS,CLARK,NV,89032-0217,Open,ddfdafa6-8623-41e8-807e-f518ee08a03e,-12820456.2514,4333244.275
30484,"LAS VEGAS, (S), NV",2593,WM Supercenter,Retail,2310 E SERENE AVE,LAS VEGAS,CLARK,NV,89123-3248,Open,0eb85c78-b991-4cd9-9f17-4e16d4255613,-12815557.8598,4303787.6994
30485,"LYNNWOOD, WA",2594,Wal-Mart,Retail,1400 164TH ST SW,LYNNWOOD,SNOHOMISH,WA,98087-8515,Open,21ef2e82-39cf-46fa-9f50-3d8d0f88f485,-13609081.0388,6081706.9472
30486,MARYSVILLE WA,2595,WM Supercenter,Retail,8924 QUILCEDA BLVD,MARYSVILLE,SNOHOMISH,WA,98271-8076,Open,68680964-7728-4480-a1c5-bd1b1398647f,-13601962.2687,6119998.8665
30487,"MOUNT VERNON, WA",2596,WM Supercenter,Retail,2301 FREEWAY DR,MOUNT VERNON,SKAGIT,WA,98273-5445,Open,b88aea88-4e4c-4a96-a747-b483cf773fe0,-13619516.4619,6180648.7184
30488,"FRANKLIN, PA",2597,WM Supercenter,Retail,10 KIMBERLY LN,CRANBERRY,VENANGO,PA,16319-3134,Open,1ef17c6a-5b9c-49fd-bcd8-63543859e043,-8874172.6217,5063948.0182
30489,"SACRAMENTO, CA",2598,Wal-Mart,Retail,3661 TRUXEL RD,SACRAMENTO,SACRAMENTO,CA,95834-3604,Open,6394f131-a17b-4079-8f37-99fdb7783e3b,-13525982.1521,4669607.7181
30490,"SAN ANTONIO (NW), TX",2599,WM Supercenter,Retail,5555 DE ZAVALA RD,SAN ANTONIO,BEXAR,TX,78249-1735,Open,eeb8101c-fa18-4751-8138-2786cdf3aaa1,-10975665.5311,3447704.0891
30491,LEAVENWORTH KS,26,WM Supercenter,Retail,5000 10TH AVE,LEAVENWORTH,LEAVENWORTH,KS,66048-5514,Open,e0152176-fc2d-4030-82c5-feaa45f86866,-10567599.2247,4760248.1882
30492,WAXAHACHIE TX.,260,WM Supercenter,Retail,1200 N HIGHWAY 77,WAXAHACHIE,ELLIS,TX,75165-5114,Open,21ef365a-4528-413a-a5f0-2dc5ab25567c,-10779937.5912,3818134.6572
30493,"CHESTERFIELD, MO",2600,WM Supercenter,Retail,100 THF BLVD,CHESTERFIELD,ST. LOUIS,MO,63005-1123,Open,6d7e9647-93bf-4d8d-805e-2d3c2db9e6bd,-10084605.3275,4673921.4195
30496,"GIBSONIA, PA",2603,Wal-Mart,Retail,300 WALMART DR,GIBSONIA,ALLEGHENY,PA,15044-9610,Open,b1b2a94a-b351-4e06-89b4-cc55c14f047e,-8899609.682,4956913.546
30497,"NEWTON, NJ",2604,Wal-Mart,Retail,26 HAMPTON HOUSE RD,NEWTON,SUSSEX,NJ,07860-1409,Open,169171ce-9680-4a9f-a324-e6eb505e62fd,-8319890.2792,5022629.0214
30498,"GALLIPOLIS, OH",2605,WM Supercenter,Retail,2145 EASTERN AVE,GALLIPOLIS,GALLIA,OH,45631-1873,Open,b0888857-8740-4944-8b63-7cd16bcddd60,-9147331.5052,4696127.2777
30500,"POLSON, MT",2607,WM Supercenter,Retail,36318 MEMORY LN,POLSON,LAKE,MT,59860-7265,Open,468559d0-3de9-4b95-a51a-05726af30b9a,-12703856.9885,6054494.2155
30501,"MILES CITY, MT",2608,WM Supercenter,Retail,3205 STOWER ST,MILES CITY,CUSTER,MT,59301-5785,Open,2375cbea-5094-4120-8696-15a94c73f60f,-11779689.589,5845242.679
30502,"LAKEWOOD, CA",2609,WM Supercenter,Retail,2770 CARSON ST,LAKEWOOD,LOS ANGELES,CA,90712-4004,Open,e5c550a6-f138-4382-906e-0d13d48fc8a1,-13153357.6339,4006048.2106
30503,HOT SPRINGS AR.,261,WM Supercenter,Retail,4019 CENTRAL AVE,HOT SPRINGS,GARLAND,AR,71913-7208,Open,95fa9e0e-2e28-4f1b-956d-a2ab45526168,-10359475.1915,4090001.3833
30504,"LOGAN, WV",2610,WM Supercenter,Retail,77 NORMAN MORGAN BLVD,LOGAN,LOGAN,WV,25601-3477,Open,44083e43-e754-48e6-9d33-677a5660381b,-9133140.7191,4559683.4162
30505,"MT.PLEASANT, PA",2611,WM Supercenter,Retail,2100 SUMMIT RIDGE PLZ,MOUNT PLEASANT,WESTMORELAND,PA,15666-1992,Open,9ff092a8-e625-4daf-8c9d-1072b5b222bd,-8854915.2404,4884538.8147
30506,"EL PASO (NE), TX",2612,WM Supercenter,Retail,1850 N ZARAGOZA RD,EL PASO,EL PASO,TX,79936-7911,Open,fa76d7c2-d752-43c4-9b22-dcbd6b4c2c28,-11830020.3591,3731307.9142
30507,"BUCYRUS, OH",2613,WM Supercenter,Retail,1875 E MANSFIELD ST,BUCYRUS,CRAWFORD,OH,44820-2075,Open,c6783568-9b72-4af0-b9c1-fdf463563dad,-9233546.2244,4984375.0623
30508,"READING (N), PA",2614,WM Supercenter,Retail,5370 ALLENTOWN PIKE,TEMPLE,BERKS,PA,19560-1200,Open,d7e11557-b594-4e23-b698-b7826cbe8de5,-8451417.2632,4926812.3253
30509,"VALDOSTA (N), GA",2615,WM Supercenter,Retail,3274 INNER PERIMETER RD,VALDOSTA,LOWNDES,GA,31602-1073,Open,4d262e9e-b163-43e4-b332-a7f0c78c4c2d,-9271533.778,3617273.6116
30510,"O`FALLON, MO",2616,WM Supercenter,Retail,1307 HIGHWAY K,O FALLON,ST. CHARLES,MO,63366-5978,Open,ccca9e20-d860-4d60-8d3b-a03cb1714417,-10096975.8172,4692221.5031
30511,"WINNEMUCCA, NV",2617,WM Supercenter,Retail,3010 POTATO RD,WINNEMUCCA,HUMBOLDT,NV,89445-3665,Open,768e41fc-6027-4e5e-a553-67b8813156d0,-13107411.9612,5005456.0102
30512,"COMMERCE, MI",2618,WM Supercenter,Retail,3301 N PONTIAC TRL,COMMERCE,OAKLAND,MI,48390-2746,Open,4399e008-4da5-4895-a36c-eb0dc19ba940,-9288824.9232,5245171.1752
30513,"MIDLAND, MI",2619,WM Supercenter,Retail,910 JOE MANN BLVD,MIDLAND,MIDLAND,MI,48642-8903,Open,b2a3b89c-03ad-4215-9da6-3fd4ab9b8b2b,-9377340.505,5413210.3221
30514,BENTON IL /WEST CITY.,262,WM Supercenter,Retail,919 GIACONE DR,BENTON,FRANKLIN,IL,62812-1639,Open,39249e17-6bf8-4931-a7dc-4f3199523b5d,-9900369.7891,4579569.3406
30515,"HASTINGS, MI",2620,WM Supercenter,Retail,1618 W M 43 HWY,HASTINGS,BARRY,MI,49058-8376,Open,68f2fd0a-c783-408c-8456-4af2b552718f,-9497830.4954,5258527.6456
30516,"SIMI VALLEY, CA",2621,Wal-Mart,Retail,255 COCHRAN ST,SIMI VALLEY,VENTURA,CA,93065-6276,Open,1c4da6d0-1a89-44f8-8b8e-ca49a283e458,-13223882.2048,4066742.8733
30520,HW HOME DELIVERY,2625,WM On Campus/RX Facilities,Retail,1025 W TRINITY MILLS,CARROLLTON,DALLAS,TX,75006-0000,Open,a0916cf0-d1c2-4eed-9efd-13fbd433d996,-10787996.8997,3893000.7366
30521,"LIVE OAK, FL",2626,WM Supercenter,Retail,6868 US HIGHWAY 129,LIVE OAK,SUWANNEE,FL,32060-8476,Open,60a2f1b0-b42a-4cec-8e64-3944947dc335,-9235506.338,3545325.3477
30522,"TAMPA, FL",2627,WM Supercenter,Retail,2701 E FLETCHER AVE,TAMPA,HILLSBOROUGH,FL,33612-9414,Open,ce9a62d3-a786-47c4-b64a-daefb687f97b,-9175864.6944,3257580.3982
30523,"LEXINGTON, KY",2628,WM Supercenter,Retail,4051 NICHOLASVILLE RD,LEXINGTON,FAYETTE,KY,40503-4433,Open,53aa51ce-90e5-4d6f-8ebb-41262fe694d7,-9409956.0026,4576510.907
30524,"NORTHBRIDGE, MA",2629,WM Supercenter,Retail,100 VALLEY PKWY,WHITINSVILLE,WORCESTER,MA,01588-1743,Open,77121699-bdf4-422a-9fb2-f22a5406121e,-7981618.7331,5177127.1096
30526,"JESUP, GA",2630,WM Supercenter,Retail,1100 N 1ST ST,JESUP,WAYNE,GA,31545-0046,Open,0298aa99-dcf3-4e75-bf74-d92f4a6e89ad,-9113927.8656,3713001.0419
30527,"LIVONIA, MI",2631,WM Supercenter,Retail,29555 PLYMOUTH RD,LIVONIA,WAYNE,MI,48150-2125,Open,15f3a754-75de-4101-a65c-28eebe85c068,-9276999.565,5216039.5076
30528,PHOENIX SUNNYSLOPE AZ,2632,Neighborhood Market,Retail,115 E DUNLAP AVE,PHOENIX,MARICOPA,AZ,85020-2841,Open,64c08e76-7d39-40bf-a4d8-9e8827b316ec,-12475818.6776,3970735.2961
30529,"PISCATAWAY, NJ",2633,Wal-Mart,Retail,1303 CENTENNIAL AVE,PISCATAWAY,MIDDLESEX,NJ,08854-4321,Open,9158404f-2ad0-412f-aaf1-b877bb48ed63,-8286764.0478,4946879.0678
30530,"GORHAM, NH",2634,WM Supercenter,Retail,561 MAIN ST,GORHAM,COOS,NH,03581-4901,Open,333505a0-4e00-493c-9408-4758fa9ed83d,-7925285.5048,5531715.6016
30532,"HUNTINGTON BEACH,CA",2636,Wal-Mart,Retail,8230 TALBERT AVE,HUNTINGTON BEACH,ORANGE,CA,92646-1545,Open,4cd00827-91df-46ed-bcdb-5ecca4bb5a62,-13134087.1168,3988614.3577
30533,"MONROE, NY",2637,WM Supercenter,Retail,288 LARKIN DR,MONROE,ORANGE,NY,10950-4911,Open,0c56d921-35e1-45ec-be4c-a4d676ca3bb4,-8254163.133,5059203.8331
30534,"ASHLAND, (S), KY",2638,WM Supercenter,Retail,12504 U.S. ROUTE 60,ASHLAND,BOYD,KY,41102-9687,Open,dad8534d-73de-4da6-ac92-ab0f094724cc,-9207381.1347,4634446.1899
30535,"GILFORD, NH",2639,WM Supercenter,Retail,1458 LAKE SHORE RD,GILFORD,BELKNAP,NH,03249-2221,Open,246e0468-cad4-4e49-bec0-32a25cb56cd4,-7952550.4311,5398659.0024
30536,DICKSON TN,264,WM Supercenter,Retail,175 BEASLEY DR,DICKSON,DICKSON,TN,37055-2841,Open,47f40b99-24b5-414d-afa5-b4f01e55b0a5,-9727231.1342,4308879.4594
30537,"SALEM, MA",2640,Wal-Mart,Retail,450 HIGHLAND AVE,SALEM,ESSEX,MA,01970-1765,Open,537dd48f-2e4b-4eed-b0f8-e9f9640df773,-7896496.9487,5235326.9343
30538,"ALLENTOWN (SW), PA",2641,WM Supercenter,Retail,1091 MILLCREEK RD,ALLENTOWN,LEHIGH,PA,18106-9157,Open,3785d730-408d-46c7-a319-ee308e0b7857,-8413390.9704,4946756.4361
30539,"APPLE VALLEY, MN",2642,WM Supercenter,Retail,7835 150TH ST W,APPLE VALLEY,DAKOTA,MN,55124-7181,Open,d26e633b-77af-452b-8cff-63a4e9308288,-10377725.9107,5579800.9085
30540,WOODBURY MN,2643,WM Supercenter,Retail,10240 HUDSON RD,WOODBURY,WASHINGTON,MN,55129-9111,Open,591c8e1f-55f0-4209-abbd-2aa52b1c8954,-10341227.5893,5613083.1171
30541,"SAGINAW, MI",2644,WM Supercenter,Retail,5825 BROCKWAY RD,SAGINAW,SAGINAW,MI,48638-4474,Open,49196f64-fc6f-4818-a55f-282b66232ba4,-9354309.5042,5378225.9566
30542,"BLACKSTONE, VA",2645,WM Supercenter,Retail,1451 S MAIN ST,BLACKSTONE,NOTTOWAY,VA,23824-2626,Open,c40cebff-93f1-414f-8f39-7a415d719655,-8683398.1764,4447584.4964
30543,"PEARISBURG, VA",2646,WM Supercenter,Retail,160 KINTER WAY,PEARISBURG,GILES,VA,24134-2218,Open,d6f33ddb-d8b8-4e2a-87aa-a4ce9fcdcd09,-8984433.4641,4485123.5578
30544,"WOODSTOCK, VA",2647,WM Supercenter,Retail,461 W RESERVOIR RD,WOODSTOCK,SHENANDOAH,VA,22664-2005,Open,f785deca-25a2-4c9e-8a8e-ff90b80ca10b,-8742042.8427,4702917.989
30545,"SAN LEANDRO, CA EF",2648,Wal-Mart,Retail,1919 DAVIS ST,SAN LEANDRO,ALAMEDA,CA,94577-1208,Open,927b09db-217b-44b4-a4d2-1539029d522f,-13600762.2446,4539193.9061
30546,"IRVING (NORTH), TX",2649,WM Supercenter,Retail,1635 MARKET PLACE BLVD,IRVING,DALLAS,TX,75063-7239,Open,176a8e31-fdf3-4344-845e-5c7caf87fd56,-10794400.3307,3884772.5949
30547,"TERRELL, TX",265,WM Supercenter,Retail,1900 W MOORE AVE,TERRELL,KAUFMAN,TX,75160-2346,Open,d8a16112-12a2-4026-9bb6-71f8e4f02d6a,-10720750.799,3860816.4167
30548,"PHILADELPHIA (NE), PA",2650,WM Supercenter,Retail,4301 BYBERRY ROAD,PHILADELPHIA,PHILADELPHIA,PA,19154-3112,Open,be5765b8-2b48-4849-b25f-a6f0c087745f,-8344821.7263,4878051.9835
30549,"MANVILLE, NJ",2651,WM Supercenter,Retail,100 NORTH MAIN STREET,MANVILLE,SOMERSET,NJ,08835-1358,Open,faaa579f-0ccf-441b-ac5c-dc79b2bc99e2,-8302624.6262,4945710.0996
30550,"GRANTS, NM",2652,WM Supercenter,Retail,1000 ROBERT RD,GRANTS,CIBOLA,NM,87020-4012,Open,0013c8e9-16c4-4867-b680-4aec65f75e33,-12003099.6807,4180844.6704
30551,"PORTALES, NM",2653,WM Supercenter,Retail,1604 E SPRUCE ST,PORTALES,ROOSEVELT,NM,88130-9489,Open,4ef1ae50-a8b7-4628-b624-01e14eae99ac,-11501430.8257,4055439.0566
30552,"TOMPKINSVILLE, KY",2654,WM Supercenter,Retail,1650 EDMONTON RD,TOMPKINSVILLE,MONROE,KY,42167-9403,Open,f430bf44-0a2d-4713-bbe6-53745ebe1fe7,-9538453.4266,4400682.121
30554,"ESPANOLA, NM",2656,WM Supercenter,Retail,1610 N RIVERSIDE DR,ESPANOLA,RIO ARRIBA,NM,87532-8063,Open,f9833345-6a14-42b3-be3e-76c69ffe5ef4,-11807395.5631,4302746.926
30556,"WEST BEND, WI",2658,WM Supercenter,Retail,1515 W PARADISE DR,WEST BEND,WASHINGTON,WI,53095-9794,Open,014ae0d7-8f15-4caa-ab8c-38f8eebcc6f8,-9818057.9312,5372379.6812
30557,"FALMOUTH, ME",2659,Wal-Mart,Retail,206 US ROUTE 1,FALMOUTH,CUMBERLAND,ME,04105-2073,Open,e65dce13-e695-4b1f-97ce-2d5d55ab0b13,-7818556.3846,5422251.6433
30558,"SOUTHLAKE, TX",266,WM Supercenter,Retail,1601 W STATE HIGHWAY 114,GRAPEVINE,TARRANT,TX,76051-8651,Open,161065b0-c1ac-456c-b574-231e545af304,-10809314.5821,3886130.5092
30559,"NORTH READING, MA",2660,Wal-Mart,Retail,72 MAIN ST,NORTH READING,MIDDLESEX,MA,01864-2289,Open,122b092a-11bd-45aa-a9c6-897197af19be,-7916263.2827,5246825.1502
30561,"COVINGTON, VA",2662,WM Supercenter,Retail,313 THACKER AVE,COVINGTON,COVINGTON CITY,VA,24426-2264,Open,50c99a83-6278-477d-ab91-3f453d0cdeeb,-8904552.6013,4546616.0454
30562,"EBENSBURG, PA",2663,WM Supercenter,Retail,300 WALMART DR,EBENSBURG,CAMBRIA,PA,15931-4212,Open,4e9947e2-47f6-4b61-8673-cfe8d87d216f,-8766452.424,4935268.377
30563,"PUNXSUTAWNEY, PA",2664,WM Supercenter,Retail,21920 ROUTE 119,PUNXSUTAWNEY,JEFFERSON,PA,15767-7975,Open,6bbad69e-fc97-42f1-891b-753ef6003d04,-8792085.9632,5001691.2285
30564,"SLIDELL, LA",2665,WM Supercenter,Retail,167 NORTHSHORE BLVD,SLIDELL,ST. TAMMANY PARISH,LA,70460-6836,Open,08d834a8-1b4e-4cdf-96c8-c54f08643fe3,-9999708.2971,3543229.5922
30565,"COLUMBUS (S), OH",2666,Wal-Mart,Retail,3579 S HIGH ST,COLUMBUS,FRANKLIN,OH,43207-4008,Open,971a0ada-832d-437c-94d4-3601b8a6926c,-9239663.6757,4849877.523
30566,"DALLAS (E), TX",2667,WM Supercenter,Retail,7401 SAMUELL BLVD,DALLAS,DALLAS,TX,75228-6166,Open,6b7a1ade-00e7-44fa-b124-8c2b463a03cd,-10763396.0714,3867966.634
30567,"RACINE, WI",2668,WM Supercenter,Retail,3049 OAKES RD,STURTEVANT,RACINE,WI,53177-1661,Open,66771e51-c0a9-40cc-808e-2a1d42471cb6,-9781292.5543,5265569.5193
30569,WEBB CITY MO,267,WM Supercenter,Retail,1212 S MADISON ST,WEBB CITY,JASPER,MO,64870-2834,Open,d6e7307e-685e-491d-8286-886ea7266c3a,-10517286.0431,4457732.3151
30570,HW HOUSTON CENTRAL FILL,2670,WM On Campus/RX Facilities,Retail,608 SPRING HL DR 3 STE 300,SPRING,HARRIS,TX,77386-6032,Open,6690574b-8d52-40fe-8dab-d57da76c763e,-10623529.5878,3519128.4677
30571,CHANDLER AZ,2671,WM Supercenter,Retail,1175 S ARIZONA AVE,CHANDLER,MARICOPA,AZ,85286-6504,Open,6c36bc0b-aaae-4fd7-9a7d-677306ed8c9c,-12449753.3302,3933760.1664
30572,"LAMAR, CO",2672,WM Supercenter,Retail,1432 E OLIVE ST,LAMAR,PROWERS,CO,81052-2958,Open,952bdb05-845b-4470-9c3f-b71397504ae0,-11421604.5094,4591695.8574
30574,"GREENVILLE, PA",2674,WM Supercenter,Retail,45 WILLIAMSON RD,GREENVILLE,MERCER,PA,16125-1253,Open,55589ea0-ebcf-4afc-8978-c44c0c62456c,-8945510.9382,5073812.551
30578,"MISHAWAKA, IN",2678,WM Supercenter,Retail,316 INDIAN RIDGE BLVD,MISHAWAKA,ST. JOSEPH,IN,46545-9034,Open,6c8663cc-65ef-4cd9-a761-31293226cac8,-9593642.2906,5118391.6193
30579,"ELKHART, IN",2679,WM Supercenter,Retail,175 COUNTRY ROAD 6 W,ELKHART,ELKHART,IN,46514-5557,Open,5f56757b-4038-448a-87ea-195de9fdc748,-9571121.5784,5119419.6221
30580,SAVANNAH TN,268,WM Supercenter,Retail,175 JI BELL LN,SAVANNAH,WAYNE,TN,38372-5110,Open,89c0ae67-034b-4c83-86a5-29bca9b567ed,-9820053.1105,4194366.1217
30582,"LITTLETON,NH",2681,Wal-Mart,Retail,615 MEADOW ST,LITTLETON,GRAFTON,NH,03561-3624,Open,88e64447-1074-4c19-8a2d-cc5956d6a68a,-7992575.4653,5512709.7728
30583,"BERLIN, VT",2682,WM Supercenter,Retail,282 BERLIN MALL RD,BERLIN,WASHINGTON,VT,05602-8292,Open,392dc3c2-3620-470a-94b6-1c3febf50bae,-8077963.0808,5498955.2263
30584,"HADLEY, MA",2683,Wal-Mart,Retail,337 RUSSELL ST,HADLEY,HAMPSHIRE,MA,01035-3536,Open,40157ef5-1108-4b20-860d-3615efd982a5,-8076477.5222,5214251.4216
30585,"NEW MARTINSVILLE, WV",2684,WM Supercenter,Retail,1142 S BRIDGE ST,NEW MARTINSVILLE,WETZEL,WV,26155-1508,Open,828235d7-e21a-47f0-b4cd-a5daebcb8b93,-9001249.943,4816162.3453
30587,BENTONVILLE E CENTRAL AR,2686,Neighborhood Market,Retail,1703 E CENTRAL AVE,BENTONVILLE,BENTON,AR,72712-5523,Open,2dbad7ed-889e-4abc-8058-e1a7432d3ace,-10485076.8617,4351967.0741
30588,"GREER, SC",2687,WM Supercenter,Retail,14055 E WADE HAMPTON BLVD,GREER,SPARTANBURG,SC,29651-1500,Open,f3886cfe-b468-472f-adf9-d5088c8f4538,-9151162.7881,4156281.9892
30589,"TYLER, TX",2688,WM Supercenter,Retail,6801 S BROADWAY AVE,TYLER,SMITH,TX,75703-4733,Open,bfe70a35-2264-4e10-a4c0-02601df78523,-10609899.0727,3799487.6507
30590,Fresno Cedar CA,2689,Neighborhood Market,Retail,3131 N CEDAR AVE,FRESNO,FRESNO,CA,93703-0000,Open,eb589b03-b8fe-4d79-a1c4-d4ce0c560e40,-13331200.5392,4408342.2563
30591,"LAWTON, OK",269,WM Supercenter,Retail,1002 NW SHERIDAN RD,LAWTON,COMANCHE,OK,73505-5208,Open,be244e9e-cee9-4138-b26b-d04505f6077c,-10956556.7613,4112191.0069
30592,"MADISON, AL",2690,WM Supercenter,Retail,8650 MADISON BLVD,MADISON,MADISON,AL,35758-1803,Open,cb3a0676-4bcf-484a-9c3a-9baf8e90087c,-9655973.8583,4120999.6482
30593,"NEW ALBANY, IN",2691,WM Supercenter,Retail,2910 GRANT LINE RD,NEW ALBANY,FLOYD,IN,47150-2456,Open,4cc67582-c2bb-4141-99ad-3af2655d39fc,-9553254.4661,4624648.9304
30594,"CHESTERFIELD, MI",2692,WM Supercenter,Retail,45400 MARKETPLACE BLVD,CHESTERFIELD,MACOMB,MI,48051-3279,Open,e5d2f6e1-55d6-4f39-8c60-4d4537aa4003,-9223126.0521,5256550.9756
30595,"FENTON, MI",2693,WM Supercenter,Retail,3700 OWEN RD,FENTON,GENESEE,MI,48430-9193,Open,4095d9d0-f104-495d-9907-d37bad356548,-9322378.2875,5280413.9166
30596,"KIRKWOOD, MO",2694,WM Supercenter,Retail,1202 S KIRKWOOD RD,KIRKWOOD,ST. LOUIS,MO,63122-7225,Open,b7492c6c-eec2-49b2-9547-18457896bfaf,-10063615.4809,4659277.0929
30597,"CLERMONT, FL",2695,WM Supercenter,Retail,1450 JOHNS LAKE RD,CLERMONT,LAKE,FL,34711-6798,Open,deac8ac0-7e08-40d1-96bb-364c12f36dc3,-9098290.8167,3315957.8301
30598,"MOOREFIELD, WV",2696,WM Supercenter,Retail,11 HARNESS RD,MOOREFIELD,HARDY,WV,26836-8600,Open,5c053132-2b23-4219-bb55-e39c8e13201e,-8789660.3115,4733821.0017
30599,"ANTIOCH, CA EF",2697,WM Supercenter,Retail,4893 LONE TREE WAY,ANTIOCH,CONTRA COSTA,CA,94531-8553,Open,9179c642-4da1-4c6f-a1a5-20937a8a7586,-13554443.9856,4574265.504
30601,GAINESVILLE NORTH THOMPSON BRIDGE GA,2699,Neighborhood Market,Retail,1435 THOMPSON BRIDGE RD,GAINESVILLE,HALL,GA,30501-0000,Open,9d03a8e2-0aab-417f-ac13-f4ce316b04bf,-9332433.2205,4072103.487
30602,SALEM MO,27,WM Supercenter,Retail,1101 W HIGHWAY 32,SALEM,DENT,MO,65560-2368,Open,b04ef8f6-b71d-428f-9c52-978de7e49307,-10190835.8478,4527883.143
30604,WHITE LAKE MI,2700,WM Supercenter,Retail,9190 HIGHLAND RD,WHITE LAKE,OAKLAND,MI,48386-2032,Open,4395340f-b62d-49bf-9236-7e5ca8806f5a,-9291578.7447,5260470.0654
30605,"NIXA, MO",2702,WM Supercenter,Retail,1102 N MASSEY BLVD,NIXA,CHRISTIAN,MO,65714-7607,Open,52dd9cad-5d50-40b0-a17e-ffe7d1c465a5,-10385992.2735,4447634.7161
